Country Name,Country Code,Series Name,Series Code,Year,Value
Sao Tome and Principe,STP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,9.22203707560889
Sao Tome and Principe,STP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,308356185.0
Sao Tome and Principe,STP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,15481933.6221487
Sao Tome and Principe,STP,Lending interest rate (%),FR.INR.LEND,2001,37.0
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2001,184137600000.0
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,10805.311325122
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,-1.12094477457175
Saudi Arabia,SAU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Saudi Arabia,SAU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,18866525322.4819
Saudi Arabia,SAU,Lending interest rate (%),FR.INR.LEND,2001,
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2001,6507824829.26254
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,637.213530563724
Senegal,SEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,2.9745008391957
Senegal,SEN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,3700965274.5
Senegal,SEN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Senegal,SEN,Lending interest rate (%),FR.INR.LEND,2001,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2001,13599378661.9952
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,1812.42088281393
Serbia,SRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,95.0052258100006
Serbia,SRB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,12478681866.6
Serbia,SRB,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Serbia,SRB,Lending interest rate (%),FR.INR.LEND,2001,38.85
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2001,662064155.920692
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,8153.2986369879
Seychelles,SYC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,5.96962204168156
Seychelles,SYC,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Seychelles,SYC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,37133887.9198106
Seychelles,SYC,Lending interest rate (%),FR.INR.LEND,2001,10.6253416666667
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2001,1681473752.3847
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,358.31568592361
Sierra Leone,SLE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
Sierra Leone,SLE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,1256749338.8
Sierra Leone,SLE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,51311629.2747664
Sierra Leone,SLE,Lending interest rate (%),FR.INR.LEND,2001,24.265
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2001,89793790669.6515
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,21699.7414868907
Singapore,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,0.997197956155961
Singapore,SGP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Singapore,SGP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,76599880561.2857
Singapore,SGP,Lending interest rate (%),FR.INR.LEND,2001,5.64833333333333
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,2001,
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,
Sint Maarten (Dutch part),SXM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
Sint Maarten (Dutch part),SXM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Sint Maarten (Dutch part),SXM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Sint Maarten (Dutch part),SXM,Lending interest rate (%),FR.INR.LEND,2001,
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2001,30726659550.9717
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,5712.47802761654
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,7.3296201911553
Slovak Republic,SVK,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Slovak Republic,SVK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,4453132136.27224
Slovak Republic,SVK,Lending interest rate (%),FR.INR.LEND,2001,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2001,20668868706.8115
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,10375.6255869861
Slovenia,SVN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,8.37966587492204
Slovenia,SVN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Slovenia,SVN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,4397212830.73067
Slovenia,SVN,Lending interest rate (%),FR.INR.LEND,2001,
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2001,409508552.979972
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,911.791935385411
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,6.92583732057426
Solomon Islands,SLB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,164030802.8
Solomon Islands,SLB,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,18070277.3465433
Solomon Islands,SLB,Lending interest rate (%),FR.INR.LEND,2001,10.0
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,2001,2252847464.68608
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,244.914842538455
Somalia,SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
Somalia,SOM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,2476280807.3
Somalia,SOM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Somalia,SOM,Lending interest rate (%),FR.INR.LEND,2001,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2001,135429905922.526
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,2847.15191945908
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,5.70189483049608
South Africa,ZAF,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,25680208730.5
South Africa,ZAF,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,7626856919.15025
South Africa,ZAF,Lending interest rate (%),FR.INR.LEND,2001,13.7708333333333
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,2001,
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
South Sudan,SSD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
South Sudan,SSD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
South Sudan,SSD,Lending interest rate (%),FR.INR.LEND,2001,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2001,627798682378.741
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,15368.2337984435
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,3.58983413338112
Spain,ESP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Spain,ESP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,34235520830.3691
Spain,ESP,Lending interest rate (%),FR.INR.LEND,2001,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2001,15749753804.8344
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,803.544026627385
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,14.15845579912
Sri Lanka,LKA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,8952124828.1
Sri Lanka,LKA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,1357451866.36814
Sri Lanka,LKA,Lending interest rate (%),FR.INR.LEND,2001,14.25
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2001,458643829.014199
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,10022.5919235637
St. Kitts and Nevis,KNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,2.30344748349255
St. Kitts and Nevis,KNA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
St. Kitts and Nevis,KNA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,56429365.4519954
St. Kitts and Nevis,KNA,Lending interest rate (%),FR.INR.LEND,2001,11.0763667509906
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2001,892592592.592592
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,5570.45247098106
St. Lucia,LCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,5.30722081028547
St. Lucia,LCA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,258544438.3
St. Lucia,LCA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,88936538.4132027
St. Lucia,LCA,Lending interest rate (%),FR.INR.LEND,2001,12.9728682897903
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,2001,
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
St. Martin (French part),MAF,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
St. Martin (French part),MAF,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
St. Martin (French part),MAF,Lending interest rate (%),FR.INR.LEND,2001,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2001,462072333.333333
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,4071.08601098962
St. Vincent and the Grenadines,VCT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,0.9008584858665
St. Vincent and the Grenadines,VCT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,195046431.7
St. Vincent and the Grenadines,VCT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,61439397.1215861
St. Vincent and the Grenadines,VCT,Lending interest rate (%),FR.INR.LEND,2001,11.6261472887473
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2001,15716361792.1926
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,451.293304443359
Sudan,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,1.93529572095333
Sudan,SDN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,15031932328.7
Sudan,SDN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,49736273.1571601
Sudan,SDN,Lending interest rate (%),FR.INR.LEND,2001,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2001,834279357.798165
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,1714.64846637242
Suriname,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,38.5862878872611
Suriname,SUR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Suriname,SUR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,192538818.541789
Suriname,SUR,Lending interest rate (%),FR.INR.LEND,2001,25.725
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2001,242499249692.616
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,27259.4806735435
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,2.40595834145438
Sweden,SWE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Sweden,SWE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,15625206244.7363
Sweden,SWE,Lending interest rate (%),FR.INR.LEND,2001,5.73
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2001,286582672434.226
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,39638.7911061864
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,0.989020329832546
Switzerland,CHE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Switzerland,CHE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,51549537913.3508
Switzerland,CHE,Lending interest rate (%),FR.INR.LEND,2001,
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2001,20237024724.7039
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,1186.82913474027
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,2.99999999999995
Syrian Arab Republic,SYR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Syrian Arab Republic,SYR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,356737907.547416
Syrian Arab Republic,SYR,Lending interest rate (%),FR.INR.LEND,2001,
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2001,1080772551.29433
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,168.676285365186
Tajikistan,TJK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,38.59188944886
Tajikistan,TJK,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,1162073154.7
Tajikistan,TJK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,94282905.7069105
Tajikistan,TJK,Lending interest rate (%),FR.INR.LEND,2001,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2001,13563990022.3641
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,396.638732910156
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,5.14746800222618
Tanzania,TZA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,6529484896.2
Tanzania,TZA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,1177357651.66215
Tanzania,TZA,Lending interest rate (%),FR.INR.LEND,2001,20.0572614143728
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2001,120296476180.402
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,1889.93432467144
Thailand,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,1.62690887314091
Thailand,THA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,67296708658.9
Thailand,THA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,33040506129.7247
Thailand,THA,Lending interest rate (%),FR.INR.LEND,2001,7.27083333333333
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2001,477443500.0
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,587.804355560918
Timor-Leste,TLS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
Timor-Leste,TLS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Timor-Leste,TLS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Timor-Leste,TLS,Lending interest rate (%),FR.INR.LEND,2001,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2001,2093498674.49678
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,396.692654520135
Togo,TGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,3.91959133653157
Togo,TGO,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,1423397059.6
Togo,TGO,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Togo,TGO,Lending interest rate (%),FR.INR.LEND,2001,
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2001,181117222.026288
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,1753.5165946314
Tonga,TON,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,8.2902831885033
Tonga,TON,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,71355546.3
Tonga,TON,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,23759782.4929206
Tonga,TON,Lending interest rate (%),FR.INR.LEND,2001,
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2001,8824849191.03571
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,6657.41466937221
Trinidad and Tobago,TTO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,5.536653263223
Trinidad and Tobago,TTO,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Trinidad and Tobago,TTO,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,1923855111.96432
Trinidad and Tobago,TTO,Lending interest rate (%),FR.INR.LEND,2001,15.6666666666667
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2001,22065832448.8623
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,2235.71981624751
Tunisia,TUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,1.98333333333337
Tunisia,TUN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,12916759883.6
Tunisia,TUN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,2049572900.90431
Tunisia,TUN,Lending interest rate (%),FR.INR.LEND,2001,
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,2001,201753123806.695
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,3045.55413956926
Turkiye,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,54.4001887619075
Turkiye,TUR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,112946289541.4
Turkiye,TUR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,19911331846.7119
Turkiye,TUR,Lending interest rate (%),FR.INR.LEND,2001,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2001,3534772732.39746
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,756.034976276398
Turkmenistan,TKM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
Turkmenistan,TKM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,2241509191.6
Turkmenistan,TKM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Turkmenistan,TKM,Lending interest rate (%),FR.INR.LEND,2001,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,2001,358744800.0
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,18325.7458111974
Turks and Caicos Islands,TCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
Turks and Caicos Islands,TCA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Turks and Caicos Islands,TCA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Turks and Caicos Islands,TCA,Lending interest rate (%),FR.INR.LEND,2001,
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2001,13964732.327114
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,1456.78409421177
Tuvalu,TUV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
Tuvalu,TUV,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Tuvalu,TUV,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Tuvalu,TUV,Lending interest rate (%),FR.INR.LEND,2001,
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2001,5840503868.51573
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,236.021188853993
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,1.86512524084773
Uganda,UGA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,3768195790.9
Uganda,UGA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,983357418.978631
Uganda,UGA,Lending interest rate (%),FR.INR.LEND,2001,22.655
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2001,39309580983.2282
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,800.49072265625
Ukraine,UKR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,11.9588085390459
Ukraine,UKR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,22209140729.2
Ukraine,UKR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,3088921702.57906
Ukraine,UKR,Lending interest rate (%),FR.INR.LEND,2001,32.277975
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2001,103311640571.818
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,27745.1708087672
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
United Arab Emirates,ARE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
United Arab Emirates,ARE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,14256130113.4802
United Arab Emirates,ARE,Lending interest rate (%),FR.INR.LEND,2001,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2001,1649827263567.01
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,27906.5695029641
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,1.53234960272418
United Kingdom,GBR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
United Kingdom,GBR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,47417467709.4427
United Kingdom,GBR,Lending interest rate (%),FR.INR.LEND,2001,5.122375
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2001,10581929000000.0
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,37133.6203973517
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,2.82617111885407
United States,USA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
United States,USA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,130076677027.985
United States,USA,Lending interest rate (%),FR.INR.LEND,2001,6.92166666666667
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2001,20898761742.2386
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,6382.76104740859
Uruguay,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,4.3593406521727
Uruguay,URY,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Uruguay,URY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,3099292334.44093
Uruguay,URY,Lending interest rate (%),FR.INR.LEND,2001,50.1184487497554
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2001,11401421329.1974
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,454.415812256778
Uzbekistan,UZB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
Uzbekistan,UZB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,5211410616.8
Uzbekistan,UZB,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Uzbekistan,UZB,Lending interest rate (%),FR.INR.LEND,2001,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2001,257926881.72043
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,1350.18338238522
Vanuatu,VUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,3.57755452095074
Vanuatu,VUT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,122663924.1
Vanuatu,VUT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,37658099.7240221
Vanuatu,VUT,Lending interest rate (%),FR.INR.LEND,2001,
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,2001,122911036746.729
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,4920.39313600453
"Venezuela, RB",VEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
"Venezuela, RB",VEN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
"Venezuela, RB",VEN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,12264400222.6423
"Venezuela, RB",VEN,Lending interest rate (%),FR.INR.LEND,2001,22.4516666666667
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,2001,32685198808.5549
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,419.205677580901
Viet Nam,VNM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,-0.43154451172818
Viet Nam,VNM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,12632834003.6
Viet Nam,VNM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,3674565622.65934
Viet Nam,VNM,Lending interest rate (%),FR.INR.LEND,2001,9.42
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,2001,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,
Virgin Islands (U.S.),VIR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,
Virgin Islands (U.S.),VIR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
Virgin Islands (U.S.),VIR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
Virgin Islands (U.S.),VIR,Lending interest rate (%),FR.INR.LEND,2001,
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,2001,4003700000.0
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,1335.55319529359
West Bank and Gaza,PSE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,1.22278475878898
West Bank and Gaza,PSE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2001,
West Bank and Gaza,PSE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2001,
West Bank and Gaza,PSE,Lending interest rate (%),FR.INR.LEND,2001,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,2001,9852990692.98714
